,word,count,log_count,probability,first,second,third,fourth,fifth,log_likelihood
8150,caryl,184430,12.125025266676852,2.7233537544893216e-05,c,a,r,y,l,38.693060729671686
8151,ailes,184353,12.124607676922883,2.7232599613136957e-05,a,i,l,e,s,41.362398841180514
8152,phang,184350,12.12459140366229,2.7232563062412846e-05,p,h,a,n,g,37.50376426620211
8153,torri,184346,12.124569705569552,2.7232514327188775e-05,t,o,r,r,i,39.82761067720864
8154,neuve,184344,12.124558856346628,2.7232489959180188e-05,n,e,u,v,e,37.63795533938337
8155,fixup,184304,12.124341847166288,2.723200254348163e-05,f,i,x,u,p,34.988920362961245
8156,wario,184296,12.124298439678489,2.7231905047647788e-05,w,a,r,i,o,40.06475369518924
8157,darum,184225,12.123913115635201,2.723103958662243e-05,d,a,r,u,m,38.61386931218041
8158,etwas,184102,12.123245230823214,2.7229539477080148e-05,e,t,w,a,s,37.18146969466151
8159,panna,184094,12.12320177570691,2.7229441874269816e-05,p,a,n,n,a,40.84953872155786
8160,ohare,184088,12.12316918313041,2.7229368669378588e-05,o,h,a,r,e,38.49032424752437
8161,chrom,184087,12.123163750931049,2.7229356468331415e-05,c,h,r,o,m,37.898951936233125
8162,gogol,184073,12.123087697041399,2.7229185646711362e-05,g,o,g,o,l,38.83709427888202
8163,lexer,184003,12.122707340806034,2.7228331343682015e-05,l,e,x,e,r,38.03942546612998
8164,deana,183939,12.122359459886512,2.7227549982169394e-05,d,e,a,n,a,40.38484108536687
8165,reitz,183860,12.121929877417745,2.7226585114052875e-05,r,e,i,t,z,37.97202916787884
8166,cogan,183814,12.121679655752684,2.7226023101111864e-05,c,o,g,a,n,39.91595059859072
8167,weise,183705,12.121086489123497,2.7224690813111544e-05,w,e,i,s,e,39.27216435638031
8168,nolin,183629,12.12067269676513,2.7223761410534682e-05,n,o,l,i,n,40.10440454642138
8169,aiuto,183618,12.120612791578683,2.7223626859875335e-05,a,i,u,t,o,39.31759201828388
8170,groth,183558,12.120285972829452,2.7222892805266638e-05,g,r,o,t,h,38.05779590459718
8171,brama,183542,12.12019880312087,2.7222697016847293e-05,b,r,a,m,a,39.15805900912355
8172,altea,183495,12.119942698149126,2.7222121789644875e-05,a,l,t,e,a,40.10941190662801
8173,waned,183450,12.119697429783429,2.7221570902112777e-05,w,a,n,e,d,39.77873777112759
8174,punky,183430,12.119588402308397,2.7221326019832583e-05,p,u,n,k,y,38.50639695166668
8175,utley,183322,12.118999448447903,2.722000319396466e-05,u,t,l,e,y,37.40457899181048
8176,kemps,183278,12.118759404802452,2.7219464041469138e-05,k,e,m,p,s,38.77656813386806
8177,soley,183266,12.118693928352124,2.7219316977415325e-05,s,o,l,e,y,40.991688379770906
8178,augie,183256,12.11863936136841,2.721919441668106e-05,a,u,g,i,e,39.688503121022045
8179,finis,183173,12.118186340448016,2.721817690438951e-05,f,i,n,i,s,40.37680461271623
8180,rishi,183120,12.117896954626449,2.7217526926392493e-05,r,i,s,h,i,37.82764493274691
8181,alois,183079,12.117673032659587,2.7217023984158762e-05,a,l,o,i,s,40.064814548126954
8182,golub,183063,12.117585634873972,2.721682768346466e-05,g,o,l,u,b,37.07732424303866
8183,friel,183050,12.117514618548382,2.7216668176517108e-05,f,r,i,e,l,39.263917103254684
8184,envir,182940,12.116913509210356,2.721531804871402e-05,e,n,v,i,r,36.8132633548969
8185,azhar,182820,12.11625734120781,2.7213844255831937e-05,a,z,h,a,r,35.629398365410665
8186,handi,182815,12.116229991528483,2.7213782826803755e-05,h,a,n,d,i,39.32877246227181
8187,neato,182680,12.115491267298935,2.7212123607660023e-05,n,e,a,t,o,39.771899069236035
8188,leggy,182670,12.115436525270729,2.7212000653765277e-05,l,e,g,g,y,37.90977276914454
8189,ginza,182663,12.115398204067876,2.7211914582033985e-05,g,i,n,z,a,38.26620340236791
8190,futur,182616,12.115140866524468,2.721133658640132e-05,f,u,t,u,r,37.75198024837071
8191,cyrix,182577,12.114927280830612,2.7210856860059745e-05,c,y,r,i,x,37.21678720951402
8192,imail,182567,12.11487250791909,2.7210733836799207e-05,i,m,a,i,l,37.460174320909424
8193,sysfs,182554,12.114801298648707,2.7210573896486027e-05,s,y,s,f,s,37.36875096664149
8194,halon,182546,12.114757475038731,2.7210475466016695e-05,h,a,l,o,n,40.08414455525545
8195,larus,182515,12.114587640407946,2.721009400719973e-05,l,a,r,u,s,40.29798242948007
8196,dalit,182440,12.114176630825638,2.7209170854905615e-05,d,a,l,i,t,40.170725659907
8197,progr,182438,12.114165668257327,2.7209146232316458e-05,p,r,o,g,r,38.10100314392158
8198,ative,182357,12.113721583215968,2.7208148790547802e-05,a,t,i,v,e,37.18435690643467
8199,reduc,182316,12.113496724231767,2.7207643743716654e-05,r,e,d,u,c,37.25717954579446
8200,nulls,182242,12.113090753159858,2.7206731908220578e-05,n,u,l,l,s,39.54829827548085
8201,nyman,182232,12.11303587956118,2.7206608658810622e-05,n,y,m,a,n,37.910668785219684
8202,caved,182199,12.112854775318729,2.7206201887766616e-05,c,a,v,e,d,39.26999863907381
8203,corns,182185,12.11277793330587,2.7206029295974335e-05,c,o,r,n,s,41.00631472041402
8204,ilana,182159,12.11263521104315,2.720570873317015e-05,i,l,a,n,a,38.883362230393544
8205,poopy,182153,12.112602272243437,2.720563475064072e-05,p,o,o,p,y,38.71138411163431
8206,amser,182105,12.112338722779716,2.7205042802660628e-05,a,m,s,e,r,38.41815274515163
8207,hacia,182051,12.112042146584923,2.720437667465197e-05,h,a,c,i,a,40.138988414537465
8208,nclex,182036,12.11195974869646,2.720419160402822e-05,n,c,l,e,x,37.062883049892946
8209,wushu,181964,12.111564144295695,2.720330305270035e-05,w,u,s,h,u,35.61189106371916
8210,berri,181948,12.111476210949116,2.720310554910404e-05,b,e,r,r,i,39.78697108123099
8211,dados,181878,12.111091411617217,2.7202241266612084e-05,d,a,d,o,s,40.24326527245489
8212,bocce,181807,12.110700963834645,2.7201364297359476e-05,b,o,c,c,e,39.53290467449784
8213,conta,181786,12.1105854500595,2.7201104846458283e-05,c,o,n,t,a,40.7173143143236
8214,amass,181774,12.110519436196565,2.7200956575343367e-05,a,m,a,s,s,38.63893952558215
8215,mizer,181755,12.110414905333732,2.720072179272519e-05,m,i,z,e,r,38.51258680197424
8216,showa,181745,12.110359884700982,2.7200598213067844e-05,s,h,o,w,a,37.27903063572128
8217,shqip,181727,12.110260839932666,2.720037575254861e-05,s,h,q,i,p,34.397380663341615
8218,tammi,181696,12.110090239832642,2.71999925744416e-05,t,a,m,m,i,38.77798047071089
8219,ihrem,181689,12.110051713201104,2.7199906041305097e-05,i,h,r,e,m,37.90640033804732
8220,sheva,181594,12.109528704955931,2.719873133326384e-05,s,h,e,v,a,37.63039912545223
8221,nocom,181527,12.1091596819539,2.7197902485359635e-05,n,o,c,o,m,38.007187684118584
8222,rappa,181473,12.10886216129055,2.719723423601767e-05,r,a,p,p,a,38.587924905829
8223,pwind,181407,12.108498404672781,2.7196417216729933e-05,p,w,i,n,d,36.75451628571211
8224,intbl,181324,12.108040765257078,2.7195389331019558e-05,i,n,t,b,l,36.012553131294986
8225,walid,181299,12.107902881007929,2.719507963468545e-05,w,a,l,i,d,39.17700439611007
8226,iliac,181298,12.107897365242493,2.7195067245943836e-05,i,l,i,a,c,37.651478360017535
8227,ansar,181287,12.107836689814643,2.7194930965275875e-05,a,n,s,a,r,38.613422856875076
8228,arete,181243,12.107593951281467,2.7194385759900095e-05,a,r,e,t,e,39.873939548116454
8229,ardal,181205,12.107384266029298,2.7193914794185636e-05,a,r,d,a,l,38.925826392641724
8230,techy,181185,12.107273887707489,2.7193666877822162e-05,t,e,c,h,y,37.8971270415505
8231,astec,181099,12.106799122045105,2.7192600525529515e-05,a,s,t,e,c,38.02941698106173
8232,spiky,181090,12.106749424235389,2.719248890125352e-05,s,p,i,k,y,37.4942249422553
8233,bogan,181052,12.106539561804963,2.7192017537586017e-05,b,o,g,a,n,39.87504339253277
8234,sumac,181045,12.106500898131964,2.7191930696646135e-05,s,u,m,a,c,38.681123474610146
8235,tigra,181043,12.106489851093675,2.7191905884332314e-05,t,i,g,r,a,39.26948321022687
8236,dower,181025,12.106390422257022,2.7191682561172443e-05,d,o,w,e,r,38.691695083940544
8237,ricin,181022,12.106373849823056,2.7191645338486907e-05,r,i,c,i,n,39.27231209141709
8238,nicva,181021,12.106368325617368,2.7191632930787978e-05,n,i,c,v,a,37.42833305482132
8239,davin,181009,12.106302032768683,2.7191484033054253e-05,d,a,v,i,n,39.30794102480628
8240,gitzo,180953,12.105992608019971,2.7190789046419087e-05,g,i,t,z,o,37.395627695750996
8241,wordy,180947,12.105959449688937,2.7190714570809075e-05,w,o,r,d,y,38.77153652470467
8242,michi,180909,12.105749421389616,2.7190242834590038e-05,m,i,c,h,i,37.79338005542653
8243,elroy,180871,12.10553934896914,2.7189770999272225e-05,e,l,r,o,y,38.52739102523213
8244,peale,180855,12.10545088421952,2.718957230211266e-05,p,e,a,l,e,40.37763958949141
8245,exira,180847,12.105406648909783,2.718947294694085e-05,e,x,i,r,a,36.580896783475616
8246,deadb,180804,12.105168850589289,2.718893883758051e-05,d,e,a,d,b,37.34966717398784
8247,bskyb,180787,12.105074821700226,2.7188727643028396e-05,b,s,k,y,b,33.45849028230032
8248,regia,180777,12.10501950645865,2.718860340166187e-05,r,e,g,i,a,39.71761284506994
8249,reeks,180768,12.10496972012499,2.7188491578555762e-05,r,e,e,k,s,39.500625911542095
8250,adhoc,180599,12.104034382851133,2.7186390754664306e-05,a,d,h,o,c,35.57758231893385
8251,aqaba,180598,12.104028845706582,2.7186378317903914e-05,a,q,a,b,a,35.2714381283909
8252,bochs,180559,12.10381287315087,2.718589323052675e-05,b,o,c,h,s,38.99255583180272
8253,bogie,180493,12.10344727483963,2.7185072074684472e-05,b,o,g,i,e,40.149983692174324
8254,jaunt,180434,12.103120338918927,2.718433775690159e-05,j,a,u,n,t,38.40135304641309
8255,agers,180316,12.102466146241404,2.7182868400718564e-05,a,g,e,r,s,38.099556703548934
8256,pfalz,180198,12.101811525315648,2.7181398082664197e-05,p,f,a,l,z,35.493312296144126
8257,sarai,180091,12.101217557677748,2.718006399555003e-05,s,a,r,a,i,41.17334315044816
8258,spier,180057,12.101028746410707,2.717963991406428e-05,s,p,i,e,r,38.9822065211969
8259,heheh,180016,12.100801014810854,2.717912841516524e-05,h,e,h,e,h,38.05876896695583
8260,wifey,179979,12.100595456399596,2.7178666718584197e-05,w,i,f,e,y,37.82129459721597
8261,nunit,179967,12.100528779731404,2.717851695876872e-05,n,u,n,i,t,39.21552647487258
8262,yaron,179930,12.100323165346564,2.7178055136467643e-05,y,a,r,o,n,39.008030022611585
8263,jakks,179915,12.100239796118098,2.7177867884155704e-05,j,a,k,k,s,37.99699521560773
8264,werth,179903,12.100173095730655,2.717771807106536e-05,w,e,r,t,h,38.39564452677857
8265,amica,179868,12.099978527518596,2.7177281059134117e-05,a,m,i,c,a,38.27511904638308
8266,ummah,179861,12.099939609332957,2.7177193646543507e-05,u,m,m,a,h,35.56760661359245
8267,pline,179735,12.099238822866162,2.717561963790149e-05,p,l,i,n,e,39.393838281321294
8268,osler,179722,12.099166491544166,2.7175457177392755e-05,o,s,l,e,r,38.178829047178226
8269,europ,179706,12.099077461195886,2.7175257209864508e-05,e,u,r,o,p,37.75010956860304
8270,bakke,179553,12.098225707952405,2.7173344120743032e-05,b,a,k,k,e,38.85444253685256
8271,irena,179540,12.09815330331068,2.7173181495553763e-05,i,r,e,n,a,38.926957344985794
8272,phils,179489,12.097869203695645,2.7172543390695226e-05,p,h,i,l,s,39.16289148642348
8273,mtekk,179484,12.097841346447327,2.71724808216365e-05,m,t,e,k,k,36.38915011947384
8274,rares,179474,12.097785629622503,2.71723556782898e-05,r,a,r,e,s,41.7818377338169
8275,funda,179458,12.097696476245202,2.7172155434430955e-05,f,u,n,d,a,39.02764605783691
8276,colla,179453,12.09766861418469,2.717209285456375e-05,c,o,l,l,a,40.3875744791881
8277,oleic,179394,12.097339783231488,2.7171354280423657e-05,o,l,e,i,c,37.31685912869847
8278,chool,179369,12.097200415459225,2.7171041252007223e-05,c,h,o,o,l,38.401109381919404
8279,flatt,179355,12.09712236102179,2.717086593703627e-05,f,l,a,t,t,38.36981554331874
8280,thune,179307,12.096854699545043,2.7170264753227082e-05,t,h,u,n,e,38.461944799341644
8281,aztek,179251,12.096542337246863,2.716956316867876e-05,a,z,t,e,k,36.14159938883816
8282,siden,179231,12.096430755633166,2.7169312549649184e-05,s,i,d,e,n,40.37765895269423
8283,legis,179197,12.096241038311405,2.7168886433109923e-05,l,e,g,i,s,39.88885507397115
8284,centr,179186,12.09617965147105,2.7168748554566597e-05,c,e,n,t,r,39.87167536383407
8285,azden,179136,12.095900572875125,2.7168121727219607e-05,a,z,d,e,n,36.96095635249309
8286,medan,179120,12.095811251272636,2.7167921105516848e-05,m,e,d,a,n,39.89095787731578
8287,nanak,179117,12.095794502583919,2.716788348695252e-05,n,a,n,a,k,39.48269086271129
8288,cacia,179109,12.095749838042533,2.7167783167700558e-05,c,a,c,i,a,40.55928692193973
8289,preto,178993,12.095101977912975,2.716632803480194e-05,p,r,e,t,o,39.08770880850092
8290,dalle,178986,12.095062869473649,2.7166240194890077e-05,d,a,l,l,e,40.48158166729097
8291,octyl,178952,12.094872892437948,2.7165813495017654e-05,o,c,t,y,l,35.26465766884971
8292,logix,178950,12.094861716194172,2.7165788392500523e-05,l,o,g,i,x,37.7736168944158
8293,osvdb,178920,12.094694057546784,2.7165411821073416e-05,o,s,v,d,b,33.81588442627822
8294,imams,178887,12.094509600562468,2.7164997519569105e-05,i,m,a,m,s,37.39333753291619
8295,freon,178783,12.093928058901547,2.716369134194817e-05,f,r,e,o,n,38.813920393962235
8296,scien,178747,12.093726677198632,2.7163239026505803e-05,s,c,i,e,n,39.53517576964209
8297,dicky,178722,12.093586804929759,2.7162924864959576e-05,d,i,c,k,y,37.990931726382954
8298,celui,178690,12.093407739872706,2.716252267404888e-05,c,e,l,u,i,39.003728651181184
8299,hoppy,178655,12.093211850745327,2.7162082695262213e-05,h,o,p,p,y,37.50860937795179
8300,queda,178632,12.093083102707856,2.716179351941019e-05,q,u,e,d,a,36.68156874176673
8301,alera,178619,12.093010324744991,2.7161630055719145e-05,a,l,e,r,a,39.37431163399164
8302,asciz,178580,12.092791959071208,2.7161139593254558e-05,a,s,c,i,z,36.535134486955556
8303,musab,178560,12.092679958175083,2.7160888032491374e-05,m,u,s,a,b,37.54985468270319
8304,gorse,178549,12.09261835233483,2.7160749662061077e-05,g,o,r,s,e,40.24345311022462
8305,kapaa,178547,12.092607150865197,2.716072450288515e-05,k,a,p,a,a,40.01990495840054
8306,louse,178544,12.092590348425482,2.7160686763592837e-05,l,o,u,s,e,39.27442928420568
8307,burro,178515,12.09242791028465,2.7160321917738107e-05,b,u,r,r,o,39.516975044535435
8308,luray,178479,12.09222622622205,2.715986892317766e-05,l,u,r,a,y,39.62311212049781
8309,otani,178388,12.091716232291692,2.7158723446071874e-05,o,t,a,n,i,37.41951916562842
8310,tucci,178379,12.091665779194843,2.715861012537546e-05,t,u,c,c,i,38.02753000348641
8311,cntrl,178378,12.091660173138058,2.7158597533834034e-05,c,n,t,r,l,37.81780757871919
8312,ileum,178356,12.091536831936896,2.715832050206224e-05,i,l,e,u,m,36.35478041799201
8313,bassi,178307,12.091262062755296,2.715770335391956e-05,b,a,s,s,i,39.43226321462091
8314,roker,178208,12.090706686389396,2.7156455945128267e-05,r,o,k,e,r,39.07198558954897
8315,regus,178113,12.090173459314645,2.7155258284979874e-05,r,e,g,u,s,38.913128705514715
8316,mando,178064,12.089898315213206,2.715464029474464e-05,m,a,n,d,o,39.993759171054556
8317,thoma,178052,12.089830921442612,2.7154488924273946e-05,t,h,o,m,a,38.28660736601017
8318,lenka,178046,12.089797222854017,2.715441323521289e-05,l,e,n,k,a,39.48453431770814
8319,ublic,177966,12.089347799793298,2.715340380393102e-05,u,b,l,i,c,35.30445628497133
8320,ffast,177946,12.089235412461479,2.7153151375209977e-05,f,f,a,s,t,36.35244674128812
8321,qiang,177945,12.089229792763314,2.7153138753029193e-05,q,i,a,n,g,36.02183057521937
8322,xxxiv,177940,12.089201693798758,2.7153075641061227e-05,x,x,x,i,v,30.053564642282534
8323,sexey,177923,12.089106151412992,2.7152861047104294e-05,s,e,x,e,y,38.74741887812225
8324,soper,177754,12.08815585092846,2.7150726614939806e-05,s,o,p,e,r,40.03922460123251
8325,scoff,177728,12.088009570666472,2.7150398060654818e-05,s,c,o,f,f,34.956569309862864
8326,kozak,177724,12.087987064111436,2.71503475095757e-05,k,o,z,a,k,37.282444465282154
8327,oodle,177704,12.087874523737458,2.7150094737112746e-05,o,o,d,l,e,39.016293448575844
8328,nimoy,177696,12.087829504041334,2.7149993620161837e-05,n,i,m,o,y,38.76587163121368
8329,wchar,177589,12.087227170685098,2.7148640743140073e-05,w,c,h,a,r,36.30708977155099
8330,kriss,177574,12.087142702426812,2.7148451022340916e-05,k,r,i,s,s,39.26863420503439
8331,eades,177567,12.087103281464428,2.7148362480483432e-05,e,a,d,e,s,40.67872543458171
8332,maser,177541,12.08695684713996,2.7148033580164835e-05,m,a,s,e,r,40.64989469995423
8333,darke,177536,12.086928684234449,2.714797032458163e-05,d,a,r,k,e,40.177195224898
8334,musky,177529,12.086889254834192,2.7147881763772173e-05,m,u,s,k,y,38.22586714125324
8335,furor,177433,12.08634835185111,2.7146666863071024e-05,f,u,r,o,r,38.98461038953036
8336,tomer,177430,12.086331443917626,2.714662888683335e-05,t,o,m,e,r,40.03472226665266
8337,gioia,177412,12.086229990312836,2.714640101592221e-05,g,i,o,i,a,40.306160220789124
8338,josey,177255,12.085344652741226,2.714441249437557e-05,j,o,s,e,y,39.33397638972425
8339,houck,177203,12.08505124703238,2.714375348746944e-05,h,o,u,c,k,37.555051901252654
8340,oomph,177199,12.085028673796335,2.714370278662076e-05,o,o,m,p,h,36.83118824598095
8341,casks,177165,12.084836780714058,2.714327178319224e-05,c,a,s,k,s,40.03577296796653
8342,albus,177125,12.084610976992982,2.714276461442513e-05,a,l,b,u,s,38.19447347895632
8343,lasco,177060,12.08424393716504,2.7141940220849453e-05,l,a,s,c,o,39.35019780034566
8344,langa,177010,12.083961507135202,2.71413058659799e-05,l,a,n,g,a,39.863552731336696
8345,bamba,176988,12.083837212647502,2.7141026693069084e-05,b,a,m,b,a,39.14594629072472
8346,samar,176930,12.083509453107048,2.71402905253866e-05,s,a,m,a,r,40.469750111380804
8347,grose,176916,12.08343032263782,2.7140112793583383e-05,g,r,o,s,e,39.136542947112574
8348,befor,176886,12.083260736258591,2.7139731892354375e-05,b,e,f,o,r,38.061479730367445
8349,wader,176850,12.083057194633627,2.7139274725596905e-05,w,a,d,e,r,39.42227252537739
8350,kasia,176832,12.08295540828309,2.713904610731876e-05,k,a,s,i,a,40.54322671537258
8351,sixes,176765,12.082576445787355,2.7138194934712625e-05,s,i,x,e,s,39.44434801691707
8352,moyne,176568,12.08146135028021,2.713569036299487e-05,m,o,y,n,e,39.10185763451774
8353,flexo,176393,12.080469739227773,2.713346314480501e-05,f,l,e,x,o,35.27022730691967
8354,egift,176312,12.080010431866528,2.7132431512788416e-05,e,g,i,f,t,35.150126353202225
8355,frere,176281,12.079834591733116,2.7132036565250587e-05,f,r,e,r,e,39.05313674831232
8356,fugit,176280,12.079828918955924,2.713202382385111e-05,f,u,g,i,t,38.22797423081658
8357,velde,176272,12.079783535579846,2.7131921890053105e-05,v,e,l,d,e,38.96965958401747
8358,stila,176265,12.079743823436152,2.7131832694184847e-05,s,t,i,l,a,39.00789022420026
8359,elora,176230,12.079545239058415,2.7131386661703434e-05,e,l,o,r,a,38.74430281983233
8360,ilink,176207,12.07941471927739,2.7131093506408598e-05,i,l,i,n,k,37.18117453564272
8361,parcs,176183,12.079278506558316,2.7130787564431787e-05,p,a,r,c,s,40.78563686346469
8362,arbre,176146,12.079068475592168,2.7130315822222893e-05,a,r,b,r,e,38.893683054560825
8363,dslam,176113,12.07888111345183,2.712989499556306e-05,d,s,l,a,m,37.54213967823707
8364,rtecs,176111,12.078869757042273,2.7129869488382725e-05,r,t,e,c,s,38.17669860451215
8365,trakl,176055,12.078551725202335,2.71291551697019e-05,t,r,a,k,l,38.26649736385903
8366,ungar,176053,12.07854036505147,2.7129129654118365e-05,u,n,g,a,r,36.55752494608184
8367,tikka,176038,12.078455159806184,2.7128938278001988e-05,t,i,k,k,a,38.13366655812928
8368,blatt,176015,12.078324497661379,2.7128644802949524e-05,b,l,a,t,t,38.85138990375514
8369,dregs,175993,12.07819950050206,2.7128364051795903e-05,d,r,e,g,s,38.85503520804046
8370,gackt,175944,12.077921041571532,2.7127738616254743e-05,g,a,c,k,t,38.49258081499458
8371,anker,175826,12.077250148633386,2.7126231750279805e-05,a,n,k,e,r,37.96104279210556
8372,calcu,175808,12.077147769454946,2.712600180047446e-05,c,a,l,c,u,38.388284721099645
8373,udder,175766,12.076908843935994,2.712546515935845e-05,u,d,d,e,r,36.238651066243996
8374,sacre,175733,12.076721076687173,2.7125043422800544e-05,s,a,c,r,e,40.479838940141704
8375,usgpo,175697,12.07651619947051,2.7124583256223616e-05,u,s,g,p,o,35.22003293566188
8376,ummmm,175642,12.07620311153863,2.7123880041858273e-05,u,m,m,m,m,34.218635654217444
8377,ritmo,175393,12.07478444934391,2.7120693641063744e-05,r,i,t,m,o,38.459901512889054
8378,snead,175337,12.074465115380601,2.711997639773535e-05,s,n,e,a,d,38.61397992852292
8379,asana,175243,12.073928861160438,2.7118771938435906e-05,a,s,a,n,a,39.24580964664426
8380,tradi,175161,12.073460829965034,2.7117720712161993e-05,t,r,a,d,i,38.57774070748504
8381,tafel,175084,12.073021137742503,2.7116733136929186e-05,t,a,f,e,l,39.04435965154006
8382,pliny,175058,12.072872626566763,2.7116399571877456e-05,p,l,i,n,y,38.682904949367376
8383,dolph,175058,12.072872626566763,2.7116399571877456e-05,d,o,l,p,h,37.85129641004485
8384,rompe,175027,12.07269552671912,2.7116001794945536e-05,r,o,m,p,e,38.795070972393574
8385,sewed,175012,12.07260982198331,2.7115809296943338e-05,s,e,w,e,d,38.736448142054456
8386,gency,174984,12.072449820154375,2.711544992319197e-05,g,e,n,c,y,39.233921376716275
8387,ohara,174971,12.072375524887807,2.7115283051545354e-05,o,h,a,r,a,38.458305392303856
8388,tushy,174958,12.072301224101043,2.7115116167500048e-05,t,u,s,h,y,37.72686260909869
8389,wiese,174956,12.07228979272076,2.7115090491930942e-05,w,i,e,s,e,38.96121256360318
8390,staat,174856,12.071718057030024,2.7113806339110065e-05,s,t,a,a,t,38.999731436880126
8391,rubel,174810,12.07145494880523,2.7113215382179193e-05,r,u,b,e,l,38.68733559258912
8392,masha,174738,12.0710429882103,2.7112290093853416e-05,m,a,s,h,a,39.473194945309764
8393,gnugo,174736,12.07103154243751,2.7112264385957873e-05,g,n,u,g,o,36.86636758477655
8394,kreis,174706,12.070859840123113,2.7111878732210947e-05,k,r,e,i,s,39.82804679288484
8395,jayco,174695,12.070796875220301,2.711173730924423e-05,j,a,y,c,o,37.41386216786421
8396,copie,174625,12.070396096559262,2.7110837136215925e-05,c,o,p,i,e,39.98654034581172
8397,abstr,174560,12.070023801066897,2.711000093810119e-05,a,b,s,t,r,37.20538035831258
8398,teena,174537,12.06989203253246,2.7109704978030926e-05,t,e,e,n,a,40.212644903305545
8399,kiana,174533,12.069869114493098,2.710965350273321e-05,k,i,a,n,a,40.07569950417947
8400,malts,174495,12.069651366918977,2.710916442855772e-05,m,a,l,t,s,41.061506434813786
8401,basle,174476,12.069542475349083,2.7108919851528655e-05,b,a,s,l,e,40.41102779090315
8402,sabra,174408,12.069152660964582,2.710804430492629e-05,s,a,b,r,a,40.16327351335853
8403,inten,174407,12.069146927266203,2.7108031426694152e-05,i,n,t,e,n,38.419984984370366
8404,elrod,174393,12.069066652036803,2.7107851123690593e-05,e,l,r,o,d,38.10084387145185
8405,celta,174385,12.069020777583702,2.7107748086903997e-05,c,e,l,t,a,40.44519932290993
8406,sonos,174353,12.068837258723757,2.7107335892483566e-05,s,o,n,o,s,41.26718427323589
8407,elana,174325,12.068676652089211,2.710697516030234e-05,e,l,a,n,a,39.08310485154314
8408,biome,174268,12.068349623144236,2.7106240633581333e-05,b,i,o,m,e,39.47476244791183
8409,echos,174213,12.068033967481766,2.710553165193832e-05,e,c,h,o,s,37.14928465077723
8410,negri,174208,12.068005266571083,2.7105467187963075e-05,n,e,g,r,i,38.452250097473915
8411,scull,174118,12.067488509269,2.710430651991675e-05,s,c,u,l,l,37.493125697364114
8412,chuch,174079,12.067264498147921,2.710380337743728e-05,c,h,u,c,h,36.723658828400005
8413,alena,173992,12.066764600128197,2.710268057635527e-05,a,l,e,n,a,39.48959579284167
8414,flume,173970,12.066638149538596,2.7102396560709637e-05,f,l,u,m,e,37.586604808298745
8415,rtttl,173965,12.06660940853812,2.7102332006690297e-05,r,t,t,t,l,37.43639732754562
8416,marra,173885,12.066149440152836,2.710129888997387e-05,m,a,r,r,a,40.98634266338887
8417,manas,173858,12.06599415305832,2.7100950105800168e-05,m,a,n,a,s,41.63318463700833
8418,mader,173845,12.065919376596764,2.710078215336061e-05,m,a,d,e,r,40.30142903581047
8419,bakes,173816,12.065752547415077,2.710040744496346e-05,b,a,k,e,s,40.54097083491228
8420,flere,173765,12.06545909063599,2.7099748323350493e-05,f,l,e,r,e,38.740448192214004
8421,pacha,173750,12.065372763427039,2.70995544272361e-05,p,a,c,h,a,39.0103784188304
8422,aedes,173718,12.065188573803301,2.7099140726239763e-05,a,e,d,e,s,40.93294807570294
8423,paarl,173697,12.06506768092288,2.709886919354392e-05,p,a,a,r,l,39.99886458354152
8424,cocke,173689,12.06502162264764,2.709876574388172e-05,c,o,c,k,e,39.23816917529696
8425,pasok,173651,12.064802816865688,2.7098274292907656e-05,p,a,s,o,k,38.93954264682322
8426,ystem,173642,12.064750987430589,2.7098157880872574e-05,y,s,t,e,m,36.087259769233775
8427,hafiz,173633,12.064699155309059,2.709804146280361e-05,h,a,f,i,z,36.86114675816563
8428,atman,173626,12.064658839579296,2.7097950911244665e-05,a,t,m,a,n,38.52971117813662
8429,soins,173592,12.064462997197227,2.7097511037450782e-05,s,o,i,n,s,41.14260264575137
8430,chern,173591,12.064457236546502,2.709749809868205e-05,c,h,e,r,n,38.60760291061755
8431,lindh,173588,12.06443995439522,2.709745928192865e-05,l,i,n,d,h,38.10892269732524
8432,brito,173581,12.064399628214018,2.709736870689514e-05,b,r,i,t,o,39.29921940791617
8433,oompa,173577,12.06437658395175,2.709731694809317e-05,o,o,m,p,a,38.2762886332808
8434,fiken,173528,12.064094248633472,2.7096682805951485e-05,f,i,k,e,n,38.88763120203659
8435,rungs,173503,12.063950169285844,2.7096359195052804e-05,r,u,n,g,s,39.14615526311708
8436,lytic,173474,12.063783011231752,2.7095983747988412e-05,l,y,t,i,c,36.85535822759421
8437,mertz,173473,12.063777246662523,2.7095970800418485e-05,m,e,r,t,z,38.48441130909634
8438,sytem,173415,12.063442844777532,2.709521971362982e-05,s,y,t,e,m,37.96081274903372
8439,seely,173389,12.063292904176796,2.7094882938003396e-05,s,e,e,l,y,39.85452467513759
8440,madhu,173340,12.063010262688335,2.7094248108185027e-05,m,a,d,h,u,37.07862788976788
8441,edger,173335,12.062981417227888,2.7094183319542297e-05,e,d,g,e,r,37.058275833362785
8442,radek,173328,12.062941032185348,2.7094092612302676e-05,r,a,d,e,k,39.13869345049537
8443,garni,173084,12.061532304772028,2.709092852562596e-05,g,a,r,n,i,40.12332494868191
8444,xbase,173052,12.061347406350071,2.70905132326261e-05,x,b,a,s,e,35.626783201957366
